Amine,Bromide,Catalyst,Solvent,Base,yield
42,37,19,1,c,0.39156136
42,37,19,2,a,0.31586525
42,37,19,2,b,0.39161384
42,37,19,2,c,0.34556794
42,37,19,3,a,0.5255572
42,37,19,3,b,1.0738864
42,37,19,3,c,0.33897936
42,37,20,1,a,1.0965612
42,37,20,1,b,11.013676
42,37,20,1,c,0.18168657
42,37,20,2,a,1.4864545
42,37,20,2,b,4.2508025
42,37,20,2,c,0.083736524
42,37,20,3,a,1.0499461
42,37,20,3,b,10.589574
42,37,20,3,c,0.12628442
42,37,21,1,a,0.7370567
42,37,21,1,b,7.9624457
42,37,21,1,c,0.31498033
42,37,21,2,a,0.60464907
42,37,21,2,b,1.088531
42,37,21,2,c,0.22273675
42,37,21,3,a,0.7432716
42,37,21,3,b,6.622753
42,37,21,3,c,0.2546038
42,38,1,1,a,0.37528712
42,38,1,1,b,2.4945586
42,38,1,1,c,0.24697618
42,38,1,2,a,0.20433807
42,38,1,2,b,0.8083774
42,38,1,2,c,0.20354305
42,38,1,3,a,0.29746786
42,38,1,3,b,2.197891
42,38,1,3,c,0.17746793
42,38,2,1,a,0.3658503
42,38,2,1,b,10.321253
42,38,2,1,c,0.2708627
42,38,2,2,a,0.2909414
42,38,2,2,b,3.882661
42,38,2,2,c,0.09493135
42,38,2,3,a,0.4572961
42,38,2,3,b,9.669332
42,38,2,3,c,0.17419052
42,38,3,1,a,0.3380965
42,38,3,1,b,12.589299
42,38,3,1,c,0.25497147
42,38,3,2,a,0.3254413
42,38,3,2,b,3.7820256
42,38,3,2,c,0.20608701
42,38,3,3,a,0.28809628
42,38,3,3,b,11.431274
42,38,3,3,c,0.20192826
42,38,4,1,a,0.5638619
42,38,4,1,b,11.72202
42,38,4,1,c,0.2989961
42,38,4,2,a,0.3492184
42,38,4,2,b,2.8595684
42,38,4,2,c,0.1878398
42,38,4,3,a,0.45845965
42,38,4,3,b,10.054351
42,38,4,3,c,0.19185583
42,38,5,1,a,0.35171485
42,38,5,1,b,5.900583
42,38,5,1,c,0.1913606
42,38,5,2,a,0.2516801
42,38,5,2,b,0.7854302
42,38,5,2,c,0.22180957
42,38,5,3,a,0.27314726
42,38,5,3,b,5.0179057
42,38,5,3,c,0.17019272
42,38,6,1,a,0.43671432
42,38,6,1,b,3.06974
42,38,6,1,c,0.31107795
42,38,6,2,a,0.21716832
42,38,6,2,b,0.8018863
42,38,6,2,c,0.21901149
42,38,6,3,a,0.2931801
42,38,6,3,b,2.3439906
42,38,6,3,c,0.25655225
42,38,7,1,a,0.17691462
42,38,7,1,b,0.9302705
42,38,7,1,c,-0.16683236
42,38,7,2,a,0.12914173
42,38,7,2,b,0.021031568
42,38,7,2,c,-0.3087857
42,38,7,3,a,0.27262083
42,38,7,3,b,0.8430397
42,38,7,3,c,-0.061874613
42,38,8,1,a,0.27065343
42,38,8,1,b,-0.17719425
42,38,8,1,c,-0.26447827
42,38,8,2,a,0.24448045
42,38,8,2,b,-0.73546684
42,38,8,2,c,-0.33259067
42,38,8,3,a,0.30013955
42,38,8,3,b,-0.29515845
42,38,8,3,c,-0.13299444
42,38,9,1,a,0.3042546
42,38,9,1,b,0.19511478
42,38,9,1,c,-0.084107414
42,38,9,2,a,0.27447525
42,38,9,2,b,-0.46213785
42,38,9,2,c,-0.23341368
42,38,9,3,a,0.35277364
42,38,9,3,b,0.0834257
42,38,9,3,c,-0.005246398
42,38,10,1,a,0.3015619
42,38,10,1,b,1.247375
42,38,10,1,c,0.024982585
42,38,10,2,a,0.30666843
42,38,10,2,b,0.31233007
42,38,10,2,c,-0.09300776
42,38,10,3,a,0.25176278
42,38,10,3,b,1.0566198
42,38,10,3,c,-0.031606272
42,38,11,1,a,0.53817564
42,38,11,1,b,1.6917506
42,38,11,1,c,0.22520255
42,38,11,2,a,0.34161866
42,38,11,2,b,0.9204187
42,38,11,2,c,0.16770184
42,38,11,3,a,0.43437448
42,38,11,3,b,1.3744179
42,38,11,3,c,0.21047316
42,38,12,1,a,0.3673093
42,38,12,1,b,1.8393441
42,38,12,1,c,0.17539565
42,38,12,2,a,0.35982025
42,38,12,2,b,0.695726
42,38,12,2,c,0.13146763
42,38,12,3,a,0.34319913
42,38,12,3,b,1.4979762
42,38,12,3,c,0.117798224
42,38,13,1,a,0.19172862
42,38,13,1,b,3.7007563
42,38,13,1,c,0.11616048
42,38,13,2,a,0.12827171
42,38,13,2,b,0.80492526
42,38,13,2,c,0.08201896
42,38,13,3,a,0.17642157
42,38,13,3,b,2.9395144
42,38,13,3,c,0.07784262
42,38,14,1,a,0.56013876
42,38,14,1,b,0.4188866
42,38,14,1,c,0.28876016
42,38,14,2,a,0.33754408
42,38,14,2,b,-0.08389164
42,38,14,2,c,0.14081281
42,38,14,3,a,0.4578703
42,38,14,3,b,0.29411396
42,38,14,3,c,0.33020222
42,38,16,1,a,0.68383956
42,38,16,1,b,2.9319696
42,38,16,1,c,0.29688928
42,38,16,2,a,0.2254685
42,38,16,2,b,0.3454575
42,38,16,2,c,0.17780645
42,38,16,3,a,0.5049897
42,38,16,3,b,2.5017612
42,38,16,3,c,0.20803167
42,38,17,1,a,0.31862736
42,38,17,1,b,6.149232
42,38,17,1,c,0.13218942
42,38,17,2,a,0.1023415
42,38,17,2,b,0.9063662
42,38,17,2,c,0.12022372
42,38,17,3,a,0.27064776
42,38,17,3,b,5.7891297
42,38,17,3,c,0.14707994
42,38,18,1,a,0.332276
42,38,18,1,b,1.4819611
42,38,18,1,c,0.15576275
42,38,18,2,a,0.2722862
42,38,18,2,b,0.43333104
42,38,18,2,c,0.15055034
42,38,18,3,a,0.3460448
42,38,18,3,b,1.2694387
42,38,18,3,c,0.17300282
42,38,19,1,a,0.3633247
42,38,19,1,b,2.7687562
42,38,19,1,c,0.3280143
42,38,19,2,a,0.23892204
42,38,19,2,b,1.3525126
42,38,19,2,c,0.26794267
42,38,19,3,a,0.3382735
42,38,19,3,b,2.8918478
42,38,19,3,c,0.29545236
42,38,20,1,a,1.1622801
42,38,20,1,b,17.272774
42,38,20,1,c,0.36485723
42,38,20,2,a,0.8822834
42,38,20,2,b,7.747994
42,38,20,2,c,0.2283496
42,38,20,3,a,1.1205491
42,38,20,3,b,16.544954
42,38,20,3,c,0.297379
42,38,21,1,a,0.55459297
42,38,21,1,b,15.843549
42,38,21,1,c,0.14860164
42,38,21,2,a,0.30649915
42,38,21,2,b,4.8779488
42,38,21,2,c,0.048892207
42,38,21,3,a,0.38477686
42,38,21,3,b,14.130749
42,38,21,3,c,0.098253
42,39,1,1,a,0.44933578
42,39,1,1,b,8.576906
42,39,1,1,c,0.38549772
42,39,1,2,a,0.2725454
42,39,1,2,b,2.1471884
42,39,1,2,c,0.37620312
42,39,1,3,a,0.41796798
42,39,1,3,b,7.641688
42,39,1,3,c,0.3427082
42,39,2,1,a,0.39294007
42,39,2,1,b,21.776802
42,39,2,1,c,0.115159206
42,39,2,2,a,-0.08766788
42,39,2,2,b,8.978486
42,39,2,2,c,0.015970407
42,39,2,3,a,0.32098562
42,39,2,3,b,20.852882
42,39,2,3,c,0.10826125
42,39,3,1,a,0.45893896
42,39,3,1,b,28.407873
42,39,3,1,c,0.31922892
42,39,3,2,a,0.3375799
42,39,3,2,b,12.078546
42,39,3,2,c,0.4053966
42,39,3,3,a,0.42012742
42,39,3,3,b,26.604702
42,39,3,3,c,0.3467546
42,39,4,1,a,1.5129026
42,39,4,1,b,36.130875
42,39,4,1,c,0.40168375
42,39,4,2,a,0.77214676
42,39,4,2,b,19.186419
42,39,4,2,c,0.29893774
42,39,4,3,a,1.1531365
42,39,4,3,b,34.191135
42,39,4,3,c,0.24026698
42,39,5,1,a,0.47651044
42,39,5,1,b,17.979044
42,39,5,1,c,0.41423455
42,39,5,2,a,0.25985873
42,39,5,2,b,6.369703
42,39,5,2,c,0.40141302
42,39,5,3,a,0.48171622
42,39,5,3,b,16.286808
42,39,5,3,c,0.35184714
42,39,6,1,a,0.5918691
42,39,6,1,b,15.635633
42,39,6,1,c,0.46968898
42,39,6,2,a,0.5214055
42,39,6,2,b,4.0141935
42,39,6,2,c,0.34938037
42,39,6,3,a,0.42273775
42,39,6,3,b,13.411714
42,39,6,3,c,0.424518
42,39,7,1,a,0.62222064
42,39,7,1,b,3.1158266
42,39,7,1,c,0.7129678
42,39,7,2,a,0.6995704
42,39,7,2,b,0.57182205
42,39,7,2,c,0.6390964
42,39,7,3,a,0.63602877
42,39,7,3,b,2.74958
42,39,7,3,c,0.590614
42,39,8,1,a,0.6005019
42,39,8,1,b,0.90109295
42,39,8,1,c,0.41855484
42,39,8,2,a,0.5399937
42,39,8,2,b,-0.004617828
42,39,8,2,c,0.42823064
42,39,8,3,a,0.6007522
42,39,8,3,b,0.7614631
42,39,8,3,c,0.43484977
42,39,9,1,a,0.6880757
42,39,9,1,b,1.8469371
42,39,9,1,c,0.5413426
42,39,9,2,a,0.5738324
42,39,9,2,b,-0.06236806
42,39,9,2,c,0.44941232
42,39,9,3,a,0.61093086
42,39,9,3,b,1.523212
42,39,9,3,c,0.4160875
42,39,10,1,a,0.7544488
42,39,10,1,b,3.0295486
42,39,10,1,c,0.15464942
42,39,10,2,a,0.70722616
42,39,10,2,b,0.79049706
42,39,10,2,c,0.10297719
42,39,10,3,a,0.6337139
42,39,10,3,b,2.8685985
42,39,10,3,c,0.11834898
42,39,11,1,a,0.80380356
42,39,11,1,b,6.0944557
42,39,11,1,c,0.38413116
42,39,11,2,a,0.7000848
42,39,11,2,b,1.401647
42,39,11,2,c,0.27251548
42,39,11,3,a,0.6765117
42,39,11,3,b,5.392735
42,39,11,3,c,0.31989995
42,39,12,1,a,0.8027633
42,39,12,1,b,6.4418926
42,39,12,1,c,0.41272777
42,39,12,2,a,0.6940094
42,39,12,2,b,1.9432999
42,39,12,2,c,0.3358253
42,39,12,3,a,0.7395942
42,39,12,3,b,5.38154
42,39,12,3,c,0.3699409
42,39,13,1,a,0.31417927
42,39,13,1,b,9.342635
42,39,13,1,c,0.16874205
42,39,13,2,a,0.030875202
42,39,13,2,b,2.1286314
42,39,13,2,c,0.10497328
42,39,13,3,a,0.2855161
42,39,13,3,b,8.079521
42,39,13,3,c,0.14288145
42,39,14,1,a,0.6414276
42,39,14,1,b,2.2086399
42,39,14,1,c,0.54335785
42,39,14,2,a,0.41246095
42,39,14,2,b,0.37550506
42,39,14,2,c,0.4753815
42,39,14,3,a,0.5533738
42,39,14,3,b,1.560958
42,39,14,3,c,0.49585873
42,39,16,1,a,1.5482283
42,39,16,1,b,7.6400547
42,39,16,1,c,0.51879483
42,39,16,2,a,1.0193063
42,39,16,2,b,1.6250852
42,39,16,2,c,0.40424916
42,39,16,3,a,1.2851995
42,39,16,3,b,6.854432
42,39,16,3,c,0.45620272
42,39,17,1,a,-0.38206044
42,39,17,1,b,15.143813
42,39,17,1,c,0.25949085
42,39,17,2,a,-0.71237564
42,39,17,2,b,4.8971043
42,39,17,2,c,0.15508497
42,39,17,3,a,-0.23648155
42,39,17,3,b,14.401281
42,39,17,3,c,0.21897925
42,39,18,1,a,0.38794005
42,39,18,1,b,5.918201
42,39,18,1,c,0.30624175
42,39,18,2,a,0.13040085
42,39,18,2,b,0.6309404
42,39,18,2,c,0.30547753
42,39,18,3,a,0.57223815
42,39,18,3,b,5.013737
42,39,18,3,c,0.29369318
42,39,19,1,a,0.5711367
42,39,19,1,b,8.816974
42,39,19,1,c,0.4168001
42,39,19,2,a,0.24693768
42,39,19,2,b,2.1185832
42,39,19,2,c,0.37639794
42,39,19,3,a,0.51233447
42,39,19,3,b,7.8251276
42,39,19,3,c,0.3963524
42,39,20,1,a,2.1568353
42,39,20,1,b,34.02132
42,39,20,1,c,0.38528028
42,39,20,2,a,1.7033973
42,39,20,2,b,20.495047
42,39,20,2,c,0.18702258
42,39,20,3,a,2.2214503
42,39,20,3,b,34.153633
42,39,20,3,c,0.3017172
42,39,21,1,a,1.2600645
42,39,21,1,b,33.475925
42,39,21,1,c,0.30352193
42,39,21,2,a,0.7848643
42,39,21,2,b,15.040942
42,39,21,2,c,0.2277996
42,39,21,3,a,1.110943
42,39,21,3,b,31.470177
42,39,21,3,c,0.23514932
42,40,1,1,a,0.7611955
42,40,1,1,b,10.240224
42,40,1,1,c,0.16650818
42,40,1,2,a,0.737675
42,40,1,2,b,4.545194
42,40,1,2,c,0.13508412
42,40,1,3,a,0.5430261
42,40,1,3,b,9.400344
42,40,1,3,c,0.17950976
42,40,2,1,a,0.36751798
42,40,2,1,b,17.23238
42,40,2,1,c,0.27015874
42,40,2,2,a,0.18903506
42,40,2,2,b,8.047321
42,40,2,2,c,0.06313233
42,40,2,3,a,0.3520062
42,40,2,3,b,16.426126
42,40,2,3,c,0.1958968
42,40,3,1,a,0.9580144
42,40,3,1,b,26.4901
42,40,3,1,c,0.26339394
42,40,3,2,a,0.7433037
42,40,3,2,b,12.852634
42,40,3,2,c,0.15479173
42,40,3,3,a,0.8176011
42,40,3,3,b,25.10334
42,40,3,3,c,0.22896758
42,40,4,1,a,1.5117319
42,40,4,1,b,26.834457
42,40,4,1,c,0.48818555
42,40,4,2,a,1.3236003
42,40,4,2,b,13.417546
42,40,4,2,c,0.36630923
42,40,4,3,a,1.2565985
42,40,4,3,b,25.311924
42,40,4,3,c,0.38570988
42,40,5,1,a,0.55051404
42,40,5,1,b,15.305241
42,40,5,1,c,0.33367437
42,40,5,2,a,0.38780034
42,40,5,2,b,5.2566133
42,40,5,2,c,0.18888398
42,40,5,3,a,0.39235413
42,40,5,3,b,14.213746
42,40,5,3,c,0.3564874
42,40,6,1,a,0.8960517
42,40,6,1,b,10.554064
42,40,6,1,c,0.39606598
42,40,6,2,a,0.80613554
42,40,6,2,b,3.579883
42,40,6,2,c,0.25429466
42,40,6,3,a,0.8332222
42,40,6,3,b,9.236949
42,40,6,3,c,0.34374374
42,40,7,1,a,1.0053948
42,40,7,1,b,6.0808654
42,40,7,1,c,0.2858853
42,40,7,2,a,1.2188736
42,40,7,2,b,5.8179135
42,40,7,2,c,0.0028922888
42,40,7,3,a,1.0465385
42,40,7,3,b,6.597085
42,40,7,3,c,0.22784702
42,40,8,1,a,0.732179
42,40,8,1,b,4.0496955
42,40,8,1,c,0.13655041
42,40,8,2,a,1.2037727
42,40,8,2,b,4.386181
42,40,8,2,c,0.07084712
42,40,8,3,a,0.839471
42,40,8,3,b,3.8783038
42,40,8,3,c,0.27556825
42,40,9,1,a,0.25204605
42,40,9,1,b,4.1869435
42,40,9,1,c,0.27070805
42,40,9,2,a,0.50041175
42,40,9,2,b,3.2747457
42,40,9,2,c,0.12699696
42,40,9,3,a,0.38133833
42,40,9,3,b,4.224056
42,40,9,3,c,0.22778341
42,40,10,1,a,2.0456007
42,40,10,1,b,3.8309336
42,40,10,1,c,0.24065135
42,40,10,2,a,2.3445308
42,40,10,2,b,3.1301916
42,40,10,2,c,0.123212375
42,40,10,3,a,1.9023774
42,40,10,3,b,3.9336767
42,40,10,3,c,0.18419746
42,40,11,1,a,1.3891696
42,40,11,1,b,5.0266757
42,40,11,1,c,0.4655563
42,40,11,2,a,1.2852851
42,40,11,2,b,1.8807791
42,40,11,2,c,0.37445542
42,40,11,3,a,1.1202055
42,40,11,3,b,4.541534
42,40,11,3,c,0.3745735
42,40,12,1,a,0.9594095
42,40,12,1,b,4.6693377
42,40,12,1,c,0.30825236
42,40,12,2,a,0.972866
42,40,12,2,b,2.3097527
42,40,12,2,c,0.2803683
42,40,12,3,a,0.8268908
42,40,12,3,b,4.0059557
42,40,12,3,c,0.275312
42,40,13,1,a,0.8902149
42,40,13,1,b,9.482549
42,40,13,1,c,0.18222086
42,40,13,2,a,0.7611416
42,40,13,2,b,4.004089
42,40,13,2,c,0.08426036
42,40,13,3,a,0.6975585
42,40,13,3,b,8.650011
42,40,13,3,c,0.12666388
42,40,14,1,a,0.941761
42,40,14,1,b,4.248508
42,40,14,1,c,0.40960717
42,40,14,2,a,1.010297
42,40,14,2,b,4.4093847
42,40,14,2,c,0.18021537
42,40,14,3,a,0.94470936
42,40,14,3,b,4.6408567
42,40,14,3,c,0.35726377
42,40,16,1,a,2.9609888
42,40,16,1,b,10.078841
42,40,16,1,c,0.45173344
42,40,16,2,a,2.4999075
42,40,16,2,b,4.8896914
42,40,16,2,c,0.36993602
42,40,16,3,a,2.5985107
42,40,16,3,b,9.833852
42,40,16,3,c,0.42129347
42,40,17,1,a,2.0256453
42,40,17,1,b,23.670303
42,40,17,1,c,0.23030378
42,40,17,2,a,2.0579035
42,40,17,2,b,14.987095
42,40,17,2,c,0.05175319
42,40,17,3,a,1.8053521
42,40,17,3,b,22.51061
42,40,17,3,c,0.21103984
42,40,18,1,a,0.6746434
42,40,18,1,b,4.6107745
42,40,18,1,c,0.1849576
42,40,18,2,a,0.5800114
42,40,18,2,b,1.1443148
42,40,18,2,c,0.14291333
42,40,18,3,a,0.5776285
42,40,18,3,b,3.9345996
42,40,18,3,c,0.2038884
42,40,19,1,a,0.6083873
42,40,19,1,b,6.8821044
42,40,19,1,c,0.29526716
42,40,19,2,a,0.49540442
42,40,19,2,b,3.0036724
42,40,19,2,c,0.13105059
42,40,19,3,a,0.54897326
42,40,19,3,b,6.4924097
42,40,19,3,c,0.19769189
42,40,20,1,a,3.6373966
42,40,20,1,b,32.800526
42,40,20,1,c,0.32555053
42,40,20,2,a,4.534329
42,40,20,2,b,21.34565
42,40,20,2,c,0.081988096
42,40,20,3,a,3.7983718
42,40,20,3,b,32.50783
42,40,20,3,c,0.2695885
42,40,21,1,a,1.4395045
42,40,21,1,b,29.80867
42,40,21,1,c,0.24239177
42,40,21,2,a,1.3211073
42,40,21,2,b,14.36087
42,40,21,2,c,0.12971368
42,40,21,3,a,1.3091476
42,40,21,3,b,28.294067
42,40,21,3,c,0.20548818
42,41,1,1,a,1.5696089
42,41,1,1,b,51.378605
42,41,1,1,c,0.60516244
42,41,1,2,a,1.8039969
42,41,1,2,b,36.581963
42,41,1,2,c,0.46343282
42,41,1,3,a,1.8740723
42,41,1,3,b,49.62276
42,41,1,3,c,0.55809236
42,41,2,1,a,1.5252526
42,41,2,1,b,46.778133
42,41,2,1,c,0.3161363
42,41,2,2,a,-0.20273647
42,41,2,2,b,30.550814
42,41,2,2,c,-0.23738295
42,41,2,3,a,1.1036625
42,41,2,3,b,46.266506
42,41,2,3,c,0.32367328
42,41,3,1,a,6.216393
42,41,3,1,b,85.99836
42,41,3,1,c,0.3683483
42,41,3,2,a,3.5424433
42,41,3,2,b,67.15142
42,41,3,2,c,0.3677811
42,41,3,3,a,5.500535
42,41,3,3,b,84.90878
42,41,3,3,c,0.3528399
42,41,4,1,a,9.682794
42,41,4,1,b,86.22138
42,41,4,1,c,1.226013
42,41,4,2,a,7.85001
42,41,4,2,b,70.474236
42,41,4,2,c,0.52741534
42,41,4,3,a,8.685036
42,41,4,3,b,84.55375
42,41,4,3,c,0.84280634
42,41,5,1,a,1.5586077
42,41,5,1,b,71.23799
42,41,5,1,c,0.5153732
42,41,5,2,a,0.58302265
42,41,5,2,b,49.30814
42,41,5,2,c,0.1266218
42,41,5,3,a,1.3785393
42,41,5,3,b,70.79905
42,41,5,3,c,0.47352567
42,41,6,1,a,3.86472
42,41,6,1,b,74.052574
42,41,6,1,c,0.57161486
42,41,6,2,a,3.4631085
42,41,6,2,b,55.015488
42,41,6,2,c,0.28104264
42,41,6,3,a,3.3443606
42,41,6,3,b,72.98014
42,41,6,3,c,0.3169846
42,41,7,1,a,-0.07376156
42,41,7,1,b,26.35598
42,41,7,1,c,-0.43300748
42,41,7,2,a,0.4085488
42,41,7,2,b,19.300888
42,41,7,2,c,-0.73663706
42,41,7,3,a,-0.081051156
42,41,7,3,b,25.588314
42,41,7,3,c,-0.35291618
42,41,8,1,a,-0.5391533
42,41,8,1,b,20.296885
42,41,8,1,c,-0.5432716
42,41,8,2,a,-0.79892236
42,41,8,2,b,13.504882
42,41,8,2,c,-0.83082086
42,41,8,3,a,-0.68701464
42,41,8,3,b,18.747568
42,41,8,3,c,-0.59028816
42,41,9,1,a,-0.32770064
42,41,9,1,b,29.54145
42,41,9,1,c,-0.23364428
42,41,9,2,a,-0.40502906
42,41,9,2,b,20.08064
42,41,9,2,c,-0.43207267
42,41,9,3,a,-0.5371063
42,41,9,3,b,28.788376
42,41,9,3,c,-0.32937932
42,41,10,1,a,3.2678983
42,41,10,1,b,28.441507
42,41,10,1,c,0.094151214
42,41,10,2,a,5.297903
42,41,10,2,b,19.173916
42,41,10,2,c,0.114729434
42,41,10,3,a,3.5586061
42,41,10,3,b,28.208921
42,41,10,3,c,0.10589291
42,41,11,1,a,0.564266
42,41,11,1,b,46.343075
42,41,11,1,c,0.62523144
42,41,11,2,a,0.5738002
42,41,11,2,b,26.002064
42,41,11,2,c,0.4393512
42,41,11,3,a,0.6481257
42,41,11,3,b,43.79931
42,41,11,3,c,0.44407704
42,41,12,1,a,1.1504855
42,41,12,1,b,33.773502
42,41,12,1,c,0.58091193
42,41,12,2,a,1.3230393
42,41,12,2,b,19.300915
42,41,12,2,c,0.3954099
42,41,12,3,a,1.4401895
42,41,12,3,b,31.838667
42,41,12,3,c,0.42065483
42,41,13,1,a,1.985365
42,41,13,1,b,59.77448
42,41,13,1,c,0.27976167
42,41,13,2,a,1.8659166
42,41,13,2,b,40.39612
42,41,13,2,c,0.07935787
42,41,13,3,a,1.9415709
42,41,13,3,b,56.600563
42,41,13,3,c,-0.0010573803
42,41,14,1,a,0.20342247
42,41,14,1,b,30.321861
42,41,14,1,c,-0.31867176
42,41,14,2,a,0.42802662
42,41,14,2,b,22.195234
42,41,14,2,c,-0.5131671
42,41,14,3,a,0.26744926
42,41,14,3,b,29.438581
42,41,14,3,c,-0.4431195
42,41,16,1,a,2.3047361
42,41,16,1,b,48.948368
42,41,16,1,c,0.17753732
42,41,16,2,a,1.1522661
42,41,16,2,b,32.505142
42,41,16,2,c,-0.07438202
42,41,16,3,a,2.0568044
42,41,16,3,b,47.955498
42,41,16,3,c,0.20699857
42,41,17,1,a,6.6556935
42,41,17,1,b,67.79113
42,41,17,1,c,-0.63080734
42,41,17,2,a,7.4644465
42,41,17,2,b,57.66311
42,41,17,2,c,-0.8274531
42,41,17,3,a,6.4024143
42,41,17,3,b,67.52459
42,41,17,3,c,-0.15820748
42,41,18,1,a,0.49374777
42,41,18,1,b,46.966137
42,41,18,1,c,0.1973365
42,41,18,2,a,0.68609303
42,41,18,2,b,27.741201
42,41,18,2,c,0.03954253
42,41,18,3,a,0.9433274
42,41,18,3,b,46.32168
42,41,18,3,c,0.07780082
42,41,19,1,a,3.4221277
42,41,19,1,b,52.498726
42,41,19,1,c,0.92254037
42,41,19,2,a,3.2740283
42,41,19,2,b,37.21962
42,41,19,2,c,0.68656117
42,41,19,3,a,4.1596575
42,41,19,3,b,53.07112
42,41,19,3,c,0.69343495
42,41,20,1,a,22.6705
42,41,20,1,b,90.29658
42,41,20,1,c,2.5593853
42,41,20,2,a,24.539957
42,41,20,2,b,78.59288
42,41,20,2,c,1.6709906
42,41,20,3,a,23.62786
42,41,20,3,b,91.06621
42,41,20,3,c,2.49635
42,41,21,1,a,8.7939625
42,41,21,1,b,88.632904
42,41,21,1,c,1.385835
42,41,21,2,a,7.2754188
42,41,21,2,b,69.14346
42,41,21,2,c,0.26752025
42,41,21,3,a,8.567802
42,41,21,3,b,87.8391
42,41,21,3,c,1.261517
42,42,1,1,a,0.6527709
42,42,1,1,b,22.562944
42,42,1,1,c,0.35781932
42,42,1,2,a,0.5283515
42,42,1,2,b,10.644774
42,42,1,2,c,0.26320288
42,42,1,3,a,0.6920227
42,42,1,3,b,21.06505
42,42,1,3,c,0.2879704
42,42,2,1,a,0.42957097
42,42,2,1,b,39.971794
42,42,2,1,c,0.19053833
42,42,2,2,a,0.043116875
42,42,2,2,b,23.36447
42,42,2,2,c,0.07071293
42,42,2,3,a,0.54837346
42,42,2,3,b,38.82199
42,42,2,3,c,0.17316799
42,42,3,1,a,0.8700055
42,42,3,1,b,54.135025
42,42,3,1,c,0.29489863
42,42,3,2,a,0.5746002
42,42,3,2,b,34.820747
42,42,3,2,c,0.3171369
42,42,3,3,a,0.83281285
42,42,3,3,b,52.143295
42,42,3,3,c,0.3107779
42,42,4,1,a,1.5911055
42,42,4,1,b,50.80563
42,42,4,1,c,0.55390066
42,42,4,2,a,1.1979395
42,42,4,2,b,32.06051
42,42,4,2,c,0.291008
42,42,4,3,a,1.3166107
42,42,4,3,b,48.362896
42,42,4,3,c,0.43554172
42,42,5,1,a,0.7943606
42,42,5,1,b,34.113728
42,42,5,1,c,0.19572586
42,42,5,2,a,0.39639238
42,42,5,2,b,16.890541
42,42,5,2,c,0.10200897
42,42,5,3,a,0.6877719
42,42,5,3,b,31.465672
42,42,5,3,c,0.116575085
42,42,6,1,a,1.0939914
42,42,6,1,b,32.25578
42,42,6,1,c,0.30364856
42,42,6,2,a,0.6603288
42,42,6,2,b,15.830278
42,42,6,2,c,0.23785025
42,42,6,3,a,0.9059883
42,42,6,3,b,29.336447
42,42,6,3,c,0.2100123
42,42,7,1,a,0.43676
42,42,7,1,b,11.814503
42,42,7,1,c,0.44306183
42,42,7,2,a,0.21723236
42,42,7,2,b,5.744584
42,42,7,2,c,0.37235332
42,42,7,3,a,0.40918514
42,42,7,3,b,11.587566
42,42,7,3,c,0.47051957
42,42,8,1,a,0.33996293
42,42,8,1,b,4.3062925
42,42,8,1,c,0.21982129
42,42,8,2,a,0.2054311
42,42,8,2,b,1.1382061
42,42,8,2,c,0.32082832
42,42,8,3,a,0.38853326
42,42,8,3,b,3.9200346
42,42,8,3,c,0.30385983
42,42,9,1,a,0.4306683
42,42,9,1,b,9.920861
42,42,9,1,c,0.43993413
42,42,9,2,a,0.06219293
42,42,9,2,b,3.3244145
42,42,9,2,c,0.3401302
42,42,9,3,a,0.37942985
42,42,9,3,b,9.26158
42,42,9,3,c,0.33489278
42,42,10,1,a,1.1779846
42,42,10,1,b,14.727668
42,42,10,1,c,0.019628357
42,42,10,2,a,1.353195
42,42,10,2,b,6.7930126
42,42,10,2,c,-0.09416356
42,42,10,3,a,1.2131585
42,42,10,3,b,13.702014
42,42,10,3,c,0.03798335
42,42,11,1,a,0.67489636
42,42,11,1,b,16.611446
42,42,11,1,c,0.24969825
42,42,11,2,a,0.5565111
42,42,11,2,b,5.842171
42,42,11,2,c,0.22640522
42,42,11,3,a,0.6210932
42,42,11,3,b,14.977092
42,42,11,3,c,0.19071615
42,42,12,1,a,0.8726583
42,42,12,1,b,12.909117
42,42,12,1,c,0.16747929
42,42,12,2,a,0.77081215
42,42,12,2,b,5.4009356
42,42,12,2,c,0.15197957
42,42,12,3,a,0.7919291
42,42,12,3,b,11.159147
42,42,12,3,c,0.15057918
42,42,13,1,a,0.6347473
42,42,13,1,b,23.167116
42,42,13,1,c,0.19211331
42,42,13,2,a,0.40537605
42,42,13,2,b,11.404517
42,42,13,2,c,0.043614026
42,42,13,3,a,0.59188795
42,42,13,3,b,21.57784
42,42,13,3,c,0.049672082
42,42,14,1,a,0.41049358
42,42,14,1,b,9.032009
42,42,14,1,c,0.30327335
42,42,14,2,a,0.08910133
42,42,14,2,b,3.0733273
42,42,14,2,c,0.3292094
42,42,14,3,a,0.3682582
42,42,14,3,b,7.9487605
42,42,14,3,c,0.30504242
42,42,16,1,a,1.525678
42,42,16,1,b,23.011332
42,42,16,1,c,0.38270167
42,42,16,2,a,0.99798614
42,42,16,2,b,11.161687
42,42,16,2,c,0.21428503
42,42,16,3,a,1.1960618
42,42,16,3,b,21.78361
42,42,16,3,c,0.4372341
42,42,17,1,a,0.49322322
42,42,17,1,b,30.661972
42,42,17,1,c,0.32427427
42,42,17,2,a,0.5050824
